Código	Cuenta	Nivel	Primer Nivel
591010103	Diferencias de cambio negativas por cajas chicas y fondos rotatorios	6	GASTOS
591010104	Diferencias de cambio negativas por valores a depositar	6	GASTOS
5910102	Diferencias de cambio negativas por equivalentes de efectivo	5	GASTOS
591010201	Diferencias de cambio negativas por depósitos a plazo fijo	6	GASTOS
591010299	Diferencias de cambio negativas por otros equivalentes de efectivo	6	GASTOS
5910103	Diferencias de cambio negativas por inversiones	5	GASTOS
591010302	Diferencias de cambio negativas por títulos y valores a costo amortizado	6	GASTOS
591010399	Diferencias de cambio negativas por otras inversiones	6	GASTOS
5910104	Diferencias de cambio negativas por cuentas a cobrar	5	GASTOS
591010403	Diferencias de cambio negativas por ventas a cobrar	6	GASTOS
591010404	Diferencias de cambio negativas por servicios y derechos a cobrar 	6	GASTOS
591010405	Diferencias de cambio negativas por ingresos de la propiedad a cobrar 	6	GASTOS
591010406	Diferencias de cambio negativas por transferencias a cobrar	6	GASTOS
591010407	Diferencias de cambio negativas por préstamos	6	GASTOS
591010408	Diferencias de cambio negativas por documentos a cobrar	6	GASTOS
591010409	Diferencias de cambio negativas por anticipos	6	GASTOS
591010410	Diferencias de cambio negativas por deudores por avales ejecutados	6	GASTOS
591010499	Diferencias de cambio negativas por otras cuentas a cobrar	6	GASTOS
59102	Diferencias de cambio negativas por pasivos	4	GASTOS
5910201	Diferencias de cambio negativas por deudas	5	GASTOS
591020101	Diferencias de cambio negativas por deudas comerciales	6	GASTOS
591020103	Diferencias de cambio negativas por transferencias a pagar	6	GASTOS
591020104	Diferencias de cambio negativas por documentos a pagar	6	GASTOS
591020105	Diferencias de cambio negativas por inversiones patrimoniales a pagar	6	GASTOS
591020106	Diferencias de cambio negativas por deudas por avales ejecutados	6	GASTOS
591020107	Diferencias de cambio negativas por deudas por anticipos	6	GASTOS
591020199	Diferencias de cambio negativas por otras deudas	6	GASTOS
5910202	Diferencias de cambio negativas por endeudamiento público	5	GASTOS
591020201	Diferencias de cambio negativas por títulos y valores de la deuda pública a pagar	6	GASTOS
591020202	Diferencias de cambio negativas por préstamos a pagar	6	GASTOS
591020203	Diferencias de cambio negativas por deudas asumidas	6	GASTOS
591020204	Diferencias de cambio negativas por letras de Tesorería	6	GASTOS
591020205	Diferencias de cambio negativas por títulos de Tesorería	6	GASTOS
591020206	Diferencias de cambio negativas por pagarés de Tesorería	6	GASTOS
591020299	Diferencias de cambio negativas por otro endeudamiento público	6	GASTOS
5910299	Diferencias de cambio negativas por otros pasivos	5	GASTOS
591029900	Diferencias de cambio negativas por otros pasivos	6	GASTOS
59103	Resultados negativos por tenencia de activos no derivados	4	GASTOS
5910301	Variación del valor razonable de equivalentes de efectivo	5	GASTOS
591030101	Variación del valor razonable de equivalentes de efectivo en el sector privado interno	6	GASTOS
591030102	Variación del valor razonable de equivalentes de efectivo en el sector público interno	6	GASTOS
591030103	Variación del valor razonable de equivalentes de efectivo en el sector externo	6	GASTOS
5910302	Variación del valor razonable de títulos y valores	5	GASTOS
591030201	Variación del valor razonable de títulos y valores del sector privado interno	6	GASTOS
591030202	Variación del valor razonable de títulos y valores del sector público interno	6	GASTOS
591030203	Variación del valor razonable de títulos y valores del sector externo	6	GASTOS
5910303	Variación del valor razonable de documentos a cobrar	5	GASTOS
591030301	Variación del valor razonable de documentos a cobrar al sector privado interno	6	GASTOS
591030302	Variación del valor razonable de documentos a cobrar al sector público interno	6	GASTOS
591030303	Variación del valor razonable de documentos a cobrar al sector externo	6	GASTOS
5910304	Variación del valor razonable de otras cuentas a cobrar	5	GASTOS
591030401	Variación del valor razonable de otras cuentas a cobrar al sector privado interno	6	GASTOS
591030402	Variación del valor razonable de otras cuentas a cobrar al sector público interno	6	GASTOS
591030403	Variación del valor razonable de otras cuentas a cobrar al sector externo	6	GASTOS
5910399	Resultados negativos por tenencia de otros activos	5	GASTOS
591039903	Resultados negativos por tenencia de activos biológicos	6	GASTOS
591039999	Resultados negativos por tenencia de otros activos varios	6	GASTOS
59104	Resultados negativos por tenencia de pasivos no derivados	4	GASTOS
5910402	Variación del valor razonable de endeudamiento público	5	GASTOS
591040201	Variación del valor razonable de títulos y valores de la deuda pública	6	GASTOS
591040202	Variación del valor razonable de préstamos a pagar	6	GASTOS
591040203	Variación del valor razonable de endeudamiento de Tesorería a valor razonable	6	GASTOS
5910499	Resultados negativos por tenencia de otros pasivos	5	GASTOS
591049900	Resultados negativos por tenencia de otros pasivos	6	GASTOS
59105	Resultados negativos por tenencia de instrumentos financieros derivados	4	GASTOS
5910501	Variación del valor razonable de instrumentos derivados del sector privado interno	5	GASTOS
591050101	Variación del valor razonable de contratos a término y futuros del sector privado interno 	6	GASTOS
591050102	Variación del valor razonable de permutas financieras del sector privado interno	6	GASTOS
591050103	Variación del valor razonable de opciones de venta compradas del sector privado interno 	6	GASTOS
591050104	Variación del valor razonable de opciones de compra compradas del sector privado interno 	6	GASTOS
591050105	Variación del valor razonable de opciones de venta vendidas del sector privado interno 	6	GASTOS
591050106	Variación del valor razonable de opciones de compra vendidas del sector privado interno 	6	GASTOS
591050199	Variación del valor razonable de otros instrumentos derivados del sector privado interno 	6	GASTOS
5910502	Variación del valor razonable de instrumentos derivados del sector público interno	5	GASTOS
591050201	Variación del valor razonable de contratos a término y futuros del sector público interno	6	GASTOS
591050202	Variación del valor razonable de permutas financieras del sector público interno	6	GASTOS
591050203	Variación del valor razonable de opciones de venta compradas del sector público interno	6	GASTOS
591050204	Variación del valor razonable de opciones de compra compradas del sector público interno	6	GASTOS
591050205	Variación del valor razonable de opciones de venta vendidas del sector público interno	6	GASTOS
591050206	Variación del valor razonable de opciones de compra vendidas del sector público interno	6	GASTOS
591050299	Variación del valor razonable de otros instrumentos derivados del sector público interno	6	GASTOS
5910503	Variación del valor razonable de instrumentos derivados del sector externo	5	GASTOS
591050301	Variación del valor razonable de contratos a término y futuros del sector externo	6	GASTOS
591050302	Variación del valor razonable de permutas financieras del sector externo	6	GASTOS
591050303	Variación del valor razonable de opciones de venta compradas del sector externo	6	GASTOS
591050304	Variación del valor razonable de opciones de compra compradas del sector externo	6	GASTOS
591050305	Variación del valor razonable de opciones de venta vendidas del sector externo	6	GASTOS
591050306	Variación del valor razonable de opciones de compra vendidas del sector externo	6	GASTOS
591050399	Variación del valor razonable de otros instrumentos derivados del sector externo	6	GASTOS
59106	Resultado negativo por exposición a la inflación	4	GASTOS
5910601	Resultado negativo por exposición a la inflación de activos financieros	5	GASTOS
591060100	Resultado negativo por exposición a la inflación de activos financieros	6	GASTOS
5910602	Resultado negativo por exposición a la inflación de pasivos	5	GASTOS
591060200	Resultado negativo por exposición a la inflación de pasivos	6	GASTOS
592	Resultados negativos de inversiones patrimoniales y participación de los intereses minoritarios	3	GASTOS
59201	Resultados negativos de inversiones patrimoniales	4	GASTOS
5920101	Resultados negativos de inversiones patrimoniales en el sector privado interno	5	GASTOS
592010101	Resultados negativos de inversiones patrimoniales en empresas privadas	6	GASTOS
592010199	Resultados negativos de inversiones patrimoniales en otras unidades del sector privado	6	GASTOS
5920102	Resultados negativos de inversiones patrimoniales en el sector público interno	5	GASTOS
592010201	Resultados negativos de inversiones patrimoniales en el Gobierno Central	6	GASTOS
592010202	Resultados negativos de inversiones patrimoniales en Órganos Desconcentrados	6	GASTOS
592010203	Resultados negativos de inversiones patrimoniales en Instituciones Descentralizadas no Empresariales	6	GASTOS
592010204	Resultados negativos de inversiones patrimoniales en Gobiernos Locales	6	GASTOS
592010205	Resultados negativos de inversiones patrimoniales en Empresas Públicas no Financieras	6	GASTOS
592010206	Resultados negativos de inversiones patrimoniales en Instituciones Públicas Financieras	6	GASTOS
592010299	Resultados negativos de inversiones patrimoniales en otras Instituciones de Gobiernos Locales	6	GASTOS
5920103	Resultados negativos de inversiones patrimoniales en el sector externo	5	GASTOS
592010301	Resultados negativos por aportes a organismos internacionales	6	GASTOS
592010399	Resultados negativos de inversiones patrimoniales en otras unidades del sector externo	6	GASTOS
5920104	Resultados negativos de inversiones patrimoniales en fideicomisos	5	GASTOS
592010401	Resultados negativos de inversiones patrimoniales en fideicomisos para obras	6	GASTOS
592010402	Resultados negativos de inversiones patrimoniales en fideicomisos para la producción	6	GASTOS
592010403	Resultados negativos de inversiones patrimoniales en fideicomisos para educación	6	GASTOS
592010499	Resultados negativos de inversiones patrimoniales en otros fideicomisos	6	GASTOS
59202	Participación de los intereses minoritarios en el resultado neto positivo	4	GASTOS
5920203	Intereses minoritarios en el resultado neto positivo de Instituciones Descentralizadas no Empresariales	5	GASTOS
592020300	Intereses minoritarios en el resultado neto positivo de Instituciones Descentralizadas no Empresariales	6	GASTOS
5920204	Intereses minoritarios en el resultado neto positivo de Gobiernos Locales	5	GASTOS
592020400	Intereses minoritarios en el resultado neto positivo de Gobiernos Locales	6	GASTOS
5920205	Intereses minoritarios en el resultado neto positivo de Empresas Públicas no Financieras	5	GASTOS
592020500	Intereses minoritarios en el resultado neto positivo de Empresas Públicas no Financieras	6	GASTOS
5920206	Intereses minoritarios en el resultado neto positivo de Instituciones Públicas Financieras	5	GASTOS
592020600	Intereses minoritarios en el resultado neto positivo de Instituciones Públicas Financieras	6	GASTOS
5920299	Intereses minoritarios en el resultado neto positivo de otras Instituciones de Gobiernos Locales	5	GASTOS
592029900	Intereses minoritarios en el resultado neto positivo de otras Instituciones de Gobiernos Locales	6	GASTOS
599	Otros gastos y resultados negativos	3	GASTOS
59902	Impuestos, multas y recargos moratorios	4	GASTOS
5990201	Impuestos	5	GASTOS
599020100	Impuestos	6	GASTOS
5990202	Multas por impuestos	5	GASTOS
599020200	Multas por impuestos	6	GASTOS
5990203	Recargos moratorios por impuestos	5	GASTOS
599020300	Recargos moratorios por impuestos	6	GASTOS
59903	Devoluciones de impuestos	4	GASTOS
5990301	Devoluciones de impuestos sobre los ingresos, las utilidades y las ganancias de capital	5	GASTOS
599030101	Devoluciones de impuestos sobre los ingresos y utilidades de personas físicas	6	GASTOS
599030102	Devoluciones de impuestos sobre los ingresos y utilidades de personas jurídicas	6	GASTOS
599030103	Devoluciones de impuestos sobre dividendos e intereses de títulos valores	6	GASTOS
599030199	Devoluciones de otros impuestos sobre los ingresos, las utilidades y las ganancias de capital	6	GASTOS
5990302	Devoluciones de impuestos sobre la propiedad	5	GASTOS
599030201	Devoluciones de impuesto sobre la propiedad de bienes inmuebles	6	GASTOS
599030202	Devoluciones de impuesto sobre la propiedad de vehículos, aeronaves y embarcaciones	6	GASTOS
599030203	Devoluciones de impuesto sobre el patrimonio	6	GASTOS
599030204	Devoluciones de impuesto sobre los traspasos de bienes inmuebles	6	GASTOS
599030205	Devoluciones de impuesto a los traspasos de vehículos, aeronaves y embarcaciones	6	GASTOS
599030299	Devoluciones de otros impuestos a la propiedad	6	GASTOS
5990303	Devoluciones de impuestos sobre bienes y servicios	5	GASTOS
599030301	Devoluciones de impuestos generales y selectivos sobre ventas y consumo	6	GASTOS
599030302	Devoluciones de impuestos específicos sobre la producción y consumo de bienes y servicios	6	GASTOS
599030399	Devoluciones de otros impuestos sobre bienes y servicios	6	GASTOS
5990304	Devoluciones de impuestos sobre el comercio exterior y transacciones internacionales	5	GASTOS
599030401	Devoluciones de impuestos a las importaciones	6	GASTOS
599030402	Devoluciones de impuestos a las exportaciones	6	GASTOS
599030499	Devoluciones de otros impuestos sobre el comercio exterior y transacciones internacionales	6	GASTOS
5990399	Devoluciones de otros impuestos 	5	GASTOS
599039999	Devoluciones de otros impuestos sin discriminar	6	GASTOS
